,image,xmin,ymin,xmax,ymax,label,confidence
94,2021-04-22_1024.jpg,90,401,330,546,2,0.998249352
95,2021-04-22_1029.jpg,499,401,730,598,0,0.999577522
96,2021-04-22_1038.jpg,492,407,622,613,0,0.996184886
97,2021-04-22_1103.jpg,326,396,419,609,0,0.995716035
98,2021-04-22_1104.jpg,321,357,424,616,0,0.995102167
99,2021-04-22_1111.jpg,498,411,718,588,2,0.998793483
100,2021-04-22_1120.jpg,513,371,566,457,0,0.522224188
101,2021-04-22_1123.jpg,93,389,302,516,0,0.820397615
102,2021-04-22_1128.jpg,293,386,395,616,2,0.880202889
103,2021-04-22_1128.jpg,295,394,411,616,0,0.288696229
104,2021-04-22_1143.jpg,93,386,302,516,0,0.918584645
105,2021-04-22_1146.jpg,539,395,820,549,1,0.991317928
106,2021-04-22_1149.jpg,140,281,279,417,1,0.897582173
107,2021-04-22_1152.jpg,499,396,651,616,2,0.904095173
108,2021-04-22_1159.jpg,547,400,812,542,2,0.997592628
109,2021-04-22_1201.jpg,509,387,677,473,0,0.978193879
110,2021-04-22_1205.jpg,569,373,787,587,0,0.998573899
111,2021-04-22_1222.jpg,253,393,399,616,2,0.960891962
112,2021-04-22_1233.jpg,179,394,332,466,0,0.987549663
113,2021-04-22_1234.jpg,564,350,741,506,1,0.3231529
114,2021-04-22_1234.jpg,564,350,741,506,0,0.457912177
115,2021-04-22_1237.jpg,455,379,640,595,0,0.807505965
116,2021-04-22_1240.jpg,100,395,295,523,2,0.979000032
117,2021-04-22_1259.jpg,513,409,769,573,0,0.997279286
118,2021-04-22_1302.jpg,643,372,706,484,0,0.379667044
119,2021-04-22_1306.jpg,85,393,304,525,0,0.965659082
120,2021-04-22_1325.jpg,496,398,595,616,2,0.981946528
121,2021-04-22_1333.jpg,501,411,650,611,2,0.87976706
122,2021-04-22_1349.jpg,559,382,806,558,2,0.99757123
123,2021-04-22_1358.jpg,495,405,627,607,2,0.990884483
124,2021-04-22_1413.jpg,527,361,641,476,1,0.989915848
125,2021-04-22_1425.jpg,492,391,756,582,0,0.999164701
126,2021-04-22_1434.jpg,644,358,706,484,0,0.372842461
127,2021-04-22_1440.jpg,644,365,707,485,0,0.435883999
128,2021-04-22_1445.jpg,488,408,678,601,2,0.975488663
129,2021-04-22_1448.jpg,642,364,708,483,0,0.332118601
130,2021-04-22_1449.jpg,643,362,708,484,0,0.430891454
131,2021-04-22_1450.jpg,644,364,709,484,0,0.308845669
132,2021-04-22_1454.jpg,502,348,676,489,1,0.712909639
133,2021-04-22_1508.jpg,501,408,721,608,2,0.998134375
134,2021-04-22_1510.jpg,645,372,708,482,0,0.264970958
135,2021-04-22_1512.jpg,645,372,707,480,0,0.280131727
136,2021-04-22_1515.jpg,645,370,708,481,0,0.254262656
137,2021-04-22_1516.jpg,644,371,708,482,0,0.274683416
138,2021-04-22_1517.jpg,645,367,708,483,0,0.273569286
139,2021-04-22_1519.jpg,677,455,820,616,3,0.890118897
140,2021-04-22_1534.jpg,568,386,702,491,1,0.976914525
141,2021-04-22_1539.jpg,558,405,791,553,2,0.998194098
142,2021-04-22_1550.jpg,488,402,600,616,2,0.972777069
143,2021-04-22_1551.jpg,490,400,575,611,2,0.984989941
144,2021-04-22_1554.jpg,558,408,789,542,0,0.998219371
145,2021-04-22_1600.jpg,543,354,790,463,0,0.850516617
146,2021-04-22_1601.jpg,554,406,805,544,2,0.994494319
147,2021-04-22_1614.jpg,512,378,616,472,1,0.992884099
148,2021-04-22_1631.jpg,38,318,259,494,0,0.987979889
149,2021-04-22_1636.jpg,639,451,774,616,3,0.251347423
150,2021-04-22_1641.jpg,627,420,756,592,3,0.991508067
151,2021-04-22_1709.jpg,488,404,691,606,2,0.996432304
152,2021-04-22_1710.jpg,503,384,655,616,2,0.846404254
153,2021-04-22_1722.jpg,316,406,513,609,2,0.390888184
154,2021-04-22_1723.jpg,299,373,405,616,2,0.994418442
155,2021-04-22_1733.jpg,607,427,755,605,3,0.969450533
156,2021-04-22_1803.jpg,570,396,786,512,0,0.924117327
157,2021-04-22_1815.jpg,558,403,781,546,2,0.989526987
158,2021-04-22_1834.jpg,377,397,615,606,2,0.988987386
159,2021-04-22_1835.jpg,242,365,353,616,2,0.993165374
160,2021-04-22_1841.jpg,553,391,682,482,0,0.998568177
161,2021-04-22_1903.jpg,552,404,796,546,2,0.997892022
162,2021-04-22_1909.jpg,441,407,526,610,2,0.994019628
163,2021-04-22_1910.jpg,426,409,537,608,2,0.994396269
164,2021-04-22_1911.jpg,562,405,779,515,0,0.672804117
165,2021-04-22_1912.jpg,232,312,480,530,0,0.985286415
166,2021-04-22_1914.jpg,565,347,798,566,1,0.99496913
167,2021-04-22_1923.jpg,270,387,395,461,0,0.806675076
168,2021-04-22_1945.jpg,508,365,575,464,0,0.960311592
169,2021-04-22_1946.jpg,587,373,807,550,2,0.567397356
170,2021-04-22_1946.jpg,563,374,811,551,0,0.324217528
171,2021-04-22_1951.jpg,481,373,583,616,2,0.988546312
172,2021-04-22_1952.jpg,481,387,583,616,2,0.990939081
173,2021-04-22_1955.jpg,591,390,781,517,0,0.529968739
174,2021-04-22_2003.jpg,3,327,73,437,1,0.301233053
175,2021-04-22_2004.jpg,552,375,802,588,1,0.998623729
176,2021-04-22_2005.jpg,550,368,801,589,1,0.997811913
177,2021-04-22_2006.jpg,546,348,804,596,1,0.990037858
178,2021-04-22_2007.jpg,546,362,803,589,1,0.997778177
179,2021-04-22_2009.jpg,514,392,697,469,0,0.98454994
180,2021-04-22_2010.jpg,554,379,681,480,0,0.996389747
181,2021-04-22_2012.jpg,1,449,140,616,0,0.669019938
182,2021-04-22_2013.jpg,121,366,285,616,0,0.794709086
183,2021-04-22_2013.jpg,560,390,708,485,0,0.98946476
184,2021-04-22_2014.jpg,491,413,747,582,0,0.999412179
185,2021-04-22_2015.jpg,558,359,730,511,1,0.77994734
186,2021-04-22_2015.jpg,180,369,299,491,0,0.997925997
187,2021-04-22_2016.jpg,571,345,703,506,1,0.78312242
188,2021-04-22_2021.jpg,324,378,440,616,0,0.874740601
189,2021-04-22_2024.jpg,74,371,321,598,1,0.988727272
190,2021-04-22_2024.jpg,510,388,576,458,0,0.382138163
191,2021-04-22_2025.jpg,81,350,306,604,1,0.542261302
192,2021-04-22_2028.jpg,569,396,782,559,1,0.92787987
193,2021-04-22_2029.jpg,571,399,770,547,1,0.477787644
194,2021-04-22_2029.jpg,571,399,770,547,0,0.34988454
195,2021-04-23_0850.jpg,536,389,684,616,0,0.800783575
196,2021-04-23_0901.jpg,92,310,322,477,1,0.900883138
197,2021-04-23_0916.jpg,542,402,807,537,2,0.997589648
198,2021-04-23_0917.jpg,547,404,804,539,2,0.998249114
199,2021-04-23_0947.jpg,557,360,735,506,1,0.814300179
200,2021-04-23_0948.jpg,510,370,605,463,0,0.953594625
201,2021-04-23_1003.jpg,479,390,622,616,0,0.952749252
202,2021-04-23_1018.jpg,553,405,807,539,0,0.998700142
203,2021-04-23_1021.jpg,143,390,307,486,0,0.995034277
204,2021-04-23_1047.jpg,493,417,698,607,2,0.998081326
205,2021-04-23_1056.jpg,499,378,659,616,2,0.813094735
206,2021-04-23_1059.jpg,501,405,696,592,0,0.995407581
207,2021-04-23_1119.jpg,512,390,574,453,0,0.661579311
208,2021-04-23_1125.jpg,511,366,571,460,0,0.966510534
209,2021-04-23_1126.jpg,590,376,786,546,2,0.971905172
210,2021-04-23_1134.jpg,568,383,754,512,2,0.900411665
211,2021-04-23_1142.jpg,192,416,417,595,2,0.992927492
212,2021-04-23_1152.jpg,479,376,673,616,2,0.888665915
213,2021-04-23_1158.jpg,515,391,609,465,0,0.974796712
214,2021-04-23_1207.jpg,540,404,791,544,2,0.99879539
215,2021-04-23_1207.jpg,513,384,645,468,0,0.848641694
216,2021-04-23_1211.jpg,553,375,733,499,0,0.930319965
217,2021-04-23_1214.jpg,556,349,793,481,0,0.995446622
218,2021-04-23_1219.jpg,562,405,762,565,2,0.996498346
219,2021-04-23_1224.jpg,558,405,802,560,2,0.998981297
220,2021-04-23_1233.jpg,569,355,802,566,1,0.972757578
221,2021-04-23_1236.jpg,522,392,590,458,0,0.89751792
222,2021-04-23_1241.jpg,508,359,555,459,2,0.277881384
223,2021-04-23_1241.jpg,511,359,564,459,0,0.460443705
224,2021-04-23_1255.jpg,131,407,312,595,2,0.785152376
225,2021-04-23_1306.jpg,128,365,285,515,2,0.465483397
226,2021-04-23_1310.jpg,581,374,792,571,2,0.994677007
227,2021-04-23_1317.jpg,521,366,729,607,2,0.974967897
228,2021-04-23_1349.jpg,490,399,610,616,2,0.992485702
229,2021-04-23_1359.jpg,207,394,323,586,2,0.985179782
230,2021-04-23_1408.jpg,497,418,716,601,2,0.998495519
231,2021-04-23_1416.jpg,593,383,758,509,2,0.515988767
232,2021-04-23_1417.jpg,485,384,672,616,2,0.79088968
233,2021-04-23_1427.jpg,209,344,338,436,0,0.97559768
234,2021-04-23_1431.jpg,581,377,790,568,2,0.993971288
235,2021-04-23_1507.jpg,577,387,777,514,0,0.987604678
236,2021-04-23_1512.jpg,526,366,701,616,2,0.90954715
237,2021-04-23_1513.jpg,265,392,375,616,2,0.991486728
238,2021-04-23_1532.jpg,605,156,804,317,1,0.925216973
239,2021-04-23_1611.jpg,566,401,770,575,2,0.9974581
240,2021-04-23_1614.jpg,172,403,322,600,2,0.643333137
241,2021-04-23_1615.jpg,169,356,316,616,2,0.988409519
242,2021-04-23_1630.jpg,559,407,803,559,2,0.998739719
243,2021-04-23_1659.jpg,585,382,768,542,0,0.987991452
244,2021-04-23_1700.jpg,565,401,765,562,0,0.995478511
245,2021-04-23_1705.jpg,558,406,801,553,2,0.998909831
246,2021-04-23_1717.jpg,501,381,653,616,2,0.91412276
247,2021-04-23_1729.jpg,496,415,692,608,2,0.996392131
248,2021-04-23_1736.jpg,233,414,415,614,2,0.917611957
249,2021-04-23_1737.jpg,232,411,416,615,2,0.94206214
250,2021-04-23_1745.jpg,233,353,305,461,0,0.930930614
251,2021-04-23_1754.jpg,510,397,635,463,0,0.991177022
252,2021-04-23_1819.jpg,495,412,749,601,2,0.998903692
253,2021-04-23_1832.jpg,616,252,748,343,0,0.746005952
254,2021-04-23_1834.jpg,511,379,586,466,0,0.944515824
255,2021-04-23_1844.jpg,321,377,412,616,2,0.991437912
256,2021-04-23_1855.jpg,558,385,815,550,0,0.997986376
257,2021-04-23_1913.jpg,502,415,712,578,0,0.999383867
258,2021-04-23_1914.jpg,584,378,745,605,2,0.949279845
259,2021-04-23_1917.jpg,172,393,342,594,2,0.339071989
260,2021-04-23_1918.jpg,169,394,325,614,2,0.832698703
261,2021-04-23_1928.jpg,566,399,808,540,0,0.986534119
262,2021-04-23_1936.jpg,260,363,385,616,2,0.977266431
263,2021-04-23_1937.jpg,261,365,416,616,1,0.772752821
264,2021-04-23_1942.jpg,554,404,800,531,0,0.99504751
265,2021-04-23_1950.jpg,488,417,660,616,2,0.797718942
266,2021-04-23_1951.jpg,112,395,325,575,2,0.998177052
267,2021-04-23_1954.jpg,479,400,756,593,0,0.963291764
268,2021-04-23_2009.jpg,568,342,777,573,1,0.895696342
269,2021-04-23_2010.jpg,488,382,608,616,2,0.985480547
270,2021-04-23_2011.jpg,480,346,583,616,2,0.964544117
271,2021-04-23_2012.jpg,462,383,594,616,2,0.92037487
272,2021-04-23_2014.jpg,619,390,752,554,1,0.362619251
273,2021-04-23_2016.jpg,562,397,769,523,0,0.865330756
274,2021-04-23_2016.jpg,156,389,270,494,0,0.977747023
275,2021-04-23_2017.jpg,320,404,426,607,0,0.984039545
276,2021-04-23_2018.jpg,506,412,738,548,2,0.258029938
277,2021-04-23_2018.jpg,506,412,738,548,0,0.775736034
278,2021-04-23_2019.jpg,497,408,737,543,0,0.873859286
279,2021-04-23_2021.jpg,96,406,308,552,1,0.472105265
280,2021-04-23_2021.jpg,96,406,308,552,0,0.266415417
281,2021-04-23_2025.jpg,579,401,771,544,0,0.785453737
282,2021-04-23_2026.jpg,586,406,770,543,1,0.282571137
283,2021-04-23_2026.jpg,586,406,770,543,0,0.440859258
284,2021-04-23_2034.jpg,433,207,552,382,1,0.377751678
285,2021-04-23_2035.jpg,434,211,552,377,1,0.444120198
286,2021-04-24_0858.jpg,551,375,756,589,0,0.997784913
287,2021-04-24_0909.jpg,488,409,685,611,2,0.99420917
288,2021-04-24_0932.jpg,558,397,807,540,0,0.997356474
289,2021-04-24_0933.jpg,604,400,794,543,0,0.882980466
290,2021-04-24_0941.jpg,102,407,323,549,2,0.997490108
291,2021-04-24_0942.jpg,114,403,324,574,2,0.997419596
292,2021-04-24_1016.jpg,610,432,758,607,3,0.534163773
293,2021-04-24_1016.jpg,648,456,717,588,2,0.293978155
294,2021-04-24_1016.jpg,610,432,758,607,2,0.46368885
295,2021-04-24_1032.jpg,107,406,321,591,2,0.996859789
296,2021-04-24_1041.jpg,492,417,718,590,2,0.999237478
297,2021-04-24_1051.jpg,515,313,820,495,2,0.500248611
298,2021-04-24_1051.jpg,551,254,790,486,1,0.495934278
299,2021-04-24_1102.jpg,502,362,626,482,1,0.995581806
300,2021-04-24_1104.jpg,139,363,269,538,2,0.992029011
301,2021-04-24_1110.jpg,565,394,797,525,0,0.990125835
302,2021-04-24_1134.jpg,557,386,810,553,2,0.997813702
303,2021-04-24_1137.jpg,495,414,712,599,2,0.998961687
304,2021-04-24_1140.jpg,214,394,341,460,0,0.979383409
305,2021-04-24_1140.jpg,583,382,775,527,0,0.997151375
306,2021-04-24_1147.jpg,450,449,510,489,2,0.595113575
307,2021-04-24_1200.jpg,69,406,325,541,1,0.987526953
308,2021-04-24_1231.jpg,177,415,425,589,2,0.996424556
309,2021-04-24_1240.jpg,560,407,737,556,2,0.972033501
310,2021-04-24_1249.jpg,567,390,757,513,2,0.886004746
311,2021-04-24_1304.jpg,544,399,816,552,1,0.991978705
312,2021-04-24_1314.jpg,566,387,787,518,2,0.985278606
313,2021-04-24_1333.jpg,136,388,385,604,2,0.997061849
314,2021-04-24_1334.jpg,201,359,374,616,2,0.649236739
315,2021-04-24_1343.jpg,496,387,746,597,2,0.998907864
316,2021-04-24_1350.jpg,100,370,284,616,2,0.814268589
317,2021-04-24_1357.jpg,491,413,667,613,2,0.921433568
318,2021-04-24_1418.jpg,514,256,608,344,1,0.776559412
319,2021-04-24_1419.jpg,167,379,320,479,0,0.992486596
320,2021-04-24_1420.jpg,162,383,328,489,0,0.992962301
321,2021-04-24_1425.jpg,568,383,800,542,0,0.99631989
322,2021-04-24_1428.jpg,571,367,790,601,0,0.998136401
323,2021-04-24_1434.jpg,117,388,311,610,2,0.944457173
324,2021-04-24_1441.jpg,189,390,306,612,2,0.992667258
325,2021-04-24_1441.jpg,498,414,718,610,2,0.998320103
326,2021-04-24_1442.jpg,166,402,321,600,2,0.61968714
327,2021-04-24_1501.jpg,269,400,413,616,2,0.978222191
328,2021-04-24_1503.jpg,122,386,291,616,2,0.886285126
329,2021-04-24_1524.jpg,549,304,759,473,1,0.896605253
330,2021-04-24_1532.jpg,495,413,742,559,0,0.9990834
331,2021-04-24_1543.jpg,551,404,803,539,2,0.997782826
332,2021-04-24_1600.jpg,194,412,412,614,2,0.995791256
333,2021-04-24_1602.jpg,550,296,765,467,1,0.942097008
334,2021-04-24_1627.jpg,569,392,790,524,0,0.990682602
335,2021-04-24_1644.jpg,490,405,652,616,2,0.801415622
336,2021-04-24_1650.jpg,597,211,802,354,1,0.778781772
337,2021-04-24_1653.jpg,251,374,368,616,2,0.994481087
338,2021-04-24_1654.jpg,309,407,404,611,2,0.993128598
339,2021-04-24_1700.jpg,550,401,808,539,0,0.998941481
340,2021-04-24_1710.jpg,494,398,635,615,0,0.819072068
341,2021-04-24_1711.jpg,497,413,723,594,2,0.99901104
342,2021-04-24_1712.jpg,527,363,681,616,2,0.979803741
343,2021-04-24_1717.jpg,507,345,651,447,1,0.931016147
344,2021-04-24_1729.jpg,515,380,721,485,2,0.876796424
345,2021-04-24_1754.jpg,711,251,820,379,1,0.902808666
346,2021-04-24_1803.jpg,494,415,662,583,2,0.961306512
347,2021-04-24_1806.jpg,597,265,715,366,1,0.792376101
348,2021-04-24_1811.jpg,118,408,328,593,2,0.994961619
349,2021-04-24_1820.jpg,530,382,632,616,0,0.996852815
350,2021-04-24_1821.jpg,210,400,334,471,0,0.996450305
351,2021-04-24_1822.jpg,208,394,340,467,0,0.995739162
352,2021-04-24_1904.jpg,552,303,763,472,1,0.914972007
353,2021-04-24_1918.jpg,123,373,271,610,2,0.98652631
354,2021-04-24_1920.jpg,486,402,637,613,2,0.987872541
355,2021-04-24_1921.jpg,48,375,291,511,2,0.995040178
356,2021-04-24_1923.jpg,93,395,301,520,0,0.882750869
357,2021-04-24_1924.jpg,86,376,258,527,0,0.875319898
358,2021-04-24_1933.jpg,110,378,270,609,2,0.853336573
359,2021-04-24_1942.jpg,645,349,706,491,3,0.385683089
360,2021-04-24_1942.jpg,645,349,706,491,1,0.594550967
361,2021-04-24_1947.jpg,115,400,321,586,2,0.995938301
362,2021-04-24_1952.jpg,545,379,813,567,1,0.998324573
363,2021-04-24_2000.jpg,563,366,799,557,1,0.996558487
364,2021-04-24_2001.jpg,542,378,818,563,1,0.997119129
365,2021-04-24_2003.jpg,170,422,411,602,2,0.969457507
366,2021-04-24_2004.jpg,183,392,411,616,2,0.87195617
367,2021-04-24_2005.jpg,520,389,671,616,2,0.794403732
368,2021-04-24_2006.jpg,553,388,689,616,2,0.981944323
369,2021-04-24_2008.jpg,545,374,811,575,1,0.996576369
370,2021-04-24_2009.jpg,565,386,715,490,0,0.940140069
371,2021-04-24_2010.jpg,570,388,716,492,0,0.96816808
372,2021-04-24_2012.jpg,89,343,276,558,1,0.947934568
373,2021-04-24_2013.jpg,64,344,287,546,1,0.98062247
374,2021-04-24_2014.jpg,556,401,740,546,0,0.933598995
375,2021-04-24_2015.jpg,304,369,408,472,0,0.663113534
376,2021-04-24_2015.jpg,552,390,752,567,0,0.951960683
377,2021-04-24_2016.jpg,223,383,392,616,0,0.34153071
378,2021-04-24_2016.jpg,234,385,344,472,0,0.76534301
379,2021-04-24_2016.jpg,503,411,729,535,0,0.921935976
380,2021-04-24_2017.jpg,229,367,381,616,0,0.939849198
381,2021-04-24_2017.jpg,501,399,743,542,0,0.950013697
382,2021-04-24_2018.jpg,517,404,751,543,1,0.377753824
383,2021-04-24_2018.jpg,209,383,375,616,0,0.879002571
384,2021-04-24_2018.jpg,501,408,729,537,0,0.892767251
385,2021-04-24_2019.jpg,163,413,424,604,1,0.82485342
386,2021-04-24_2019.jpg,163,413,424,604,0,0.501468599
387,2021-04-24_2022.jpg,557,403,743,539,0,0.859785795
388,2021-04-24_2032.jpg,641,365,712,482,1,0.850408792
389,2021-04-24_2044.jpg,623,396,785,616,3,0.769278467
390,2021-04-25_0933.jpg,551,391,795,551,2,0.998338878
391,2021-04-25_0934.jpg,556,405,783,551,2,0.998961687
392,2021-04-25_1006.jpg,575,349,710,465,1,0.568800747
393,2021-04-25_1020.jpg,507,270,608,381,1,0.957321823
394,2021-04-25_1022.jpg,321,418,412,609,2,0.996514142
395,2021-04-25_1027.jpg,490,403,592,614,2,0.986489654
396,2021-04-25_1036.jpg,544,394,758,575,0,0.999011219
397,2021-04-25_1046.jpg,575,381,772,521,0,0.998378038
398,2021-04-25_1048.jpg,76,356,316,601,1,0.992773533
399,2021-04-25_1154.jpg,607,407,814,616,3,0.439063698
400,2021-04-25_1205.jpg,512,382,664,475,2,0.996445119
401,2021-04-25_1206.jpg,546,371,644,475,2,0.996930659
402,2021-04-25_1227.jpg,612,439,759,602,3,0.948175192
403,2021-04-25_1311.jpg,502,342,660,446,1,0.851583302
404,2021-04-25_1314.jpg,640,319,817,457,2,0.897861302
405,2021-04-25_1316.jpg,290,412,409,616,2,0.993764341
406,2021-04-25_1317.jpg,250,363,459,616,2,0.971827447
407,2021-04-25_1326.jpg,475,410,610,598,0,0.913889587
408,2021-04-25_1327.jpg,477,382,612,616,0,0.971747518
409,2021-04-25_1335.jpg,645,406,779,610,3,0.726567149
410,2021-04-25_1337.jpg,506,367,618,475,1,0.998898566
411,2021-04-25_1353.jpg,556,339,750,478,1,0.871286869
412,2021-04-25_1408.jpg,547,301,773,474,1,0.948682129
413,2021-04-25_1413.jpg,130,378,277,616,2,0.974649012
414,2021-04-25_1415.jpg,246,404,411,606,2,0.670001805
415,2021-04-25_1434.jpg,110,396,301,515,2,0.915148079
416,2021-04-25_1438.jpg,527,367,696,616,2,0.835097611
417,2021-04-25_1439.jpg,572,362,724,519,2,0.929797292
418,2021-04-25_1440.jpg,551,391,727,489,2,0.983281493
419,2021-04-25_1459.jpg,249,369,354,616,2,0.985453367
420,2021-04-25_1459.jpg,146,388,285,484,0,0.959768593
421,2021-04-25_1504.jpg,545,403,797,537,2,0.996882796
422,2021-04-25_1526.jpg,289,390,397,616,2,0.994019091
423,2021-04-25_1537.jpg,471,421,654,585,0,0.653956711
424,2021-04-25_1538.jpg,493,386,636,616,0,0.884889901
425,2021-04-25_1556.jpg,525,383,692,616,2,0.843980014
426,2021-04-25_1558.jpg,565,383,798,554,2,0.993886173
427,2021-04-25_1600.jpg,187,390,350,616,2,0.938870013
428,2021-04-25_1601.jpg,248,375,366,616,2,0.991798639
429,2021-04-25_1610.jpg,546,403,808,539,2,0.998411775
430,2021-04-25_1631.jpg,498,396,554,450,0,0.710554361
431,2021-04-25_1632.jpg,132,382,292,604,2,0.580041766
432,2021-04-25_1644.jpg,531,386,653,472,0,0.99872154
433,2021-04-25_1651.jpg,574,377,737,593,2,0.727180302
434,2021-04-25_1701.jpg,297,398,411,616,2,0.997384667
